大統益,1232
華南銀行,2880
遠傳,4904
台汽電,8926
年興,1451
正新,2105
天仁,1233
新保,9925
亞泥,1102
遠東新,1402
中聯資源,9930
中橡,2104
聯強,2347
中興電,1513
大聯大,3702
台泥,1101
全國電,6281
聯華,1229
長興,1717
